Number,Rating,Review
232,Good,"Very good support center immediately responsive to calls Friendly staff, good flight, despite the delay, very punctual"
233,Good,Just like to say absolutely brilliant service special assistances does i was well happy with there service First class
234,Good,"Can’t fault Ryanair, flown on nearly 500 Ryanair flights in the last 15 years and never encountered a problem. Highly recommended."
235,Good,"I was concerned after reading negative reviews about list baggage or cancelled flights, but no problem at all, would definitely use again."
236,Good,"Nothings ever a problem, lovely, friendly staff and remember, you get what you pay for!
I've flown with these guys quite a few times over the years, never had anything to complain about yet so keep it up Ryanair!"
237,Good,"Thank you Agnieszka and Jose for your fantastic service
I wish Ryanair more employees like them
Fly FR2433 31/03/2023"
238,Good,A member of staff was able to move my seat so me and my partner could sit together! Ryanair said gay rights
239,Good,"Ryanair is a budget airline, you get what you pay for. Flight from Cologne to Stansted left on time and landed early. Cabin crew was friendly. No complaints whatsoever."
240,Good,"Yet another cheap and cheerful flight this time to Porto, in my opinion you cannot beat Ryanair for value and choice of destinations."
241,Good,"Thank you for a great trip with nice people around :) Great chat!
Very good service and hope to meet soon for another good long chat in the sky…"
242,Good,"The online check in by the app was really good. Quick boarding with nice staff and good service. Im absolutely going with Ryanair again, this was my first time ever with them."
243,Good,"Checked in online so straight through security, staff were friendly at the gate and on board. Flight was on time and everything went smoothly."
244,Good,The seats are extremely comfortable and the flight attendants are extremely kind. I would really recommend this airline as it’s really cheap and fun to fly.
245,Good,Great job. Everything was perfect. Flight was very smooth and fast. Service okay we got what we asked for. Great service for price what we paid
246,Good,Ive been flying with Ryanair since 2015 and had no problems at all. The cabin crew is usually friendly and everything is good everytime I fly with them
247,Good,"Lisbon to Birmingham, yet another cheap flight with this carrier, flight a little delayed but not an issue, aircraft was clean and tidy and staff were efficient in what they were doing."
248,Good,"Booked many flights with ryanair over the past years, always very happy with their handling and service"
249,Good,"Excellent airline, I haven't flown with them in a long time. Flights were on time, boarding was seamless. Significantly better than other low-cost companies that operate from Sofia Airport."
250,Good,Excellent airline and now with new app it is very easy to use I like Ryanair and as long as I have money in my pocket well card I will travel with them staff very Friendly also
251,Good,"Got what u paid for, terrible queues but landed safe, can’t fault it. Friendly enough staff would recommend"
252,Good,Ryanair is a very good airline.Dont understand the hate that comes from people.Their landings although sometimes are pretty rough most of the times in my experience have been fine.Very cheap.My only problem is that the legroom is a bit tight.Would recommend!!
253,Good,"The flight was okay, we were late only a few minutes, the legroom was enough for this short flight, but the seats are really uncomfortable.
For this price, I think it was perfect"
254,Good,The flight and cabin crew went as planned with no fuss or delays. Plane was clean and the cabin crew were very friendly.
255,Good,"I had a flight on 6 June 2023, but the flight was cancelled because of the French air was on strike, but Ryanair rebooked me for 7 June 2023. On the was back 14 June 2023. The plane was comfortable for the two and half journey. It all we very smoothly, the only downside was when the flight was cancelled it had taken 36 minutes to get in touch with Ryanair, but when I did they were very helpful."
256,Good,It was are first time flighting with Ryanair the plane was clean and the service was good the only thing what was wrong with it was the coffee was horrible we didn't try the food but we was told that the food is as well
257,Good,Yet another cheap and cheerful flight if you are okay with a couple of inconveniences like changing the outgoing flight time from early morning to evening and a delay of 60 mins on the way back just take it in your stride.
258,Good,"I had a great experience when flying with Ryanair. however, stop overbooking flights. Other than that staff are friendly. Great TIk Tok page aswell love the content"
259,Good,"You know what you're getting when booking.
The prices are repeated through out the booking process.
On time flight's,in fact we were slow at the airport for boarding."
260,Good,"All was ok and had a good journey.
Staff pleasant and well organised.
A few moaning British, having to pay extra for luggage at the gate ( trying to be clever), customers are prewarned."
261,Good,On behalf of my mother I want to say Thank you to flight attendant August Sebastjan Richter for being helpful on flight with heavy hand luggage.
262,Good,Took a flight from Birmingham to Dublin. Cheap flights you get what you pay for. Ok for a short flight but not very comfortable for a flight over a few hours. Staff very friendly.
263,Good,Very good staff but very limited legroom and arm room but that's what you expect when you fly a low-budget airline. Very smooth flight with not much turbulence and very nice staff
264,Good,Can't fault Ryanair. Both flights took off on time and leg room in row 7 was better than expected. Crew were more professional than my previous experience flying with Ryanair. Didn't fly with luggage so that may have helped.
265,Good,Usually avoid cheap no frill airlines but Ryanair is getting better and I couldn’t fault this flight either. Great crew and the process was without issues. Great price too!
266,Good,"As usual with Ryanair the service is fairly basic but, if you don’t go for their extras most flights can be quite cheap. It’s what it says on tin, a budget airline with no frills. Food and drinks however are mighty expensive, take a sandwich with you!"
267,Good,"In the past I have had some rubbish experiences with Ryanair. However, on this occasion I was impressed despite some small delays. Clearly has improved since I last used them."
268,Good,Very smooth both at the airport and the flight so far. Very good to see! Well done much appreciated after the issues this summer.
269,Good,Very smooth both at the airport and the flight so far. Very good to see! Well done much appreciated after the issues this summer.
270,Good,"Ryanair flights both ways were on time, clean and tidy with good cabin crew staff. You know what you are going to get with Ryanair (you generally get what you pay for) so was a good taxi ride!"
271,Good,"Check in and security very quick,boarding a bit chaotic but like many flights these days,onboard leg room was ok,staff friendly,pre ordered pizza and chips for kids,Thai green curry and rice for adults,all were great,arrived on time,baggage delivered quickly,all in all a very good flight"
272,Good,I was on a flight to Tenerife just today and the service was absolutely amazing. The airline itself isn't the best and we had a terrible experience once before but on this flight the stewardesses were very helpful and welcoming.The way there was very enjoyable.
273,Good,"Absolutely smooth service on this occasion. No delays, no issues with luggage. Courteous and friendly cabin crew."
274,Good,"With priority it all went well, even that the majority of the patients seem to have had it. Plane was not full. The meal deal was really OK for this type of flight. Very friendly and efficient crew.
What a difference with the flight back...."
275,Good,Very friendly and helpful cabin crew and excellent flight captain. A nice experience without problems
276,Good,"We found our flight from Ancona to London Stansted was ok, check in ok, boarding ok, flight ok. Only problem was people turning up with PPF2 masks, and extra luggage they had not checked in."
277,Good,"I travelled return to Malaga, it was my first time flying with this company. I had a very good expeirience for each journey, Very polite and pleasant staff."
278,Good,"Cheap but quality travel, Its really budget airline so its just a bus with wings. Plane was cheap, seats were comfortable, landing was hard, but thats their tradition."
279,Good,"Amazing but the landings are quite hard and feel bumpy.The food is really good though.However,I recommend this plane.We have traveled to Portugal this February but our flight was delayed by 20 minutes."
280,Good,"This was a great airline with great prices, except if you don't understand there baggage policies. You will get hit with high extra fees if you have not paid for enough baggage."
281,Good,"Many people say that the company is not good. In my opinion, it is one of the best low cost airlines. To be able to fly for less than 15€ was unthinkable years ago."
282,Good,"Good service, pleasant flight, but if you're a tall individual (like me), I'd recommend spending a bit more and choosing a seat with extra legroom! Overall very good value for money."
283,Good,Not bad for a low cost company - few things can be improved but overall it's been pleasant to fly with them
284,Good,"It was my second time flying with this airline and I had a really good flight. Although it was very foggy in Tenerife, the flight departed on time."
285,Good,"Good experience after all, no delays. Check-in was fast at both airports and customer service was good."
286,Good,"On time, polite ground handling staff, covid precautions taken, clen aircraft. No so comfy seats, but ok. Stewardesses didn make too many anouncements on board. Value for money"
287,Good,Incredible to say but Michael O'Leary must have changed his stance on his Master's in Rudeness. The staff are actually very friendly and helpful! Congratulations.
288,Good,been using ryan air for 5 yrs and always been calm and safe. sometimes their are some rude staff on the airplane but i just choose to ignore. But so far been very content
289,Good,I like Ryanair give them a chance no deaths on Ryanair which is very good I love their new seat designe it's good and that nice food oh cmon give Ryanair a try please.
290,Good,The 2 hour flight was pleasant with no surprises. It was quick and comfy with friendly staff. I would continually recommend this airline for short distances.
291,Good,"I travelled after lockdown, they have a super offer and the plane was almost empty. So I have enough space, and I feel safe keeping security distance."
292,Good,"Cheap but effectively revolutionised air travel in Europe. As much as people complain, they continued to travel and enjoy cheap holidays"
293,Good,"Great airline, had a very comfortable flight , arrived in time and staff were great, anything we needed they were there"
294,Good,Managed to go back home to visit my family with no problems at all. Friendly staff and good customer service for the whole trip.
295,Good,The outbound and inbound flights were both on time. Cabin service was ok with no frills as expected. We had paid for exit seats so plenty of leg room. Every possible addition has a charge attached but all in all it was ok.
296,Good,Brilliant flight on Ryanair flight was on time the service was great all amazing totally recommend
297,Good,Good value and they seemed to have restricted the premium sell out to allow everyone that had a suitcase to go into the overhead locker which queueing up I was not convinced but worked well.
298,Good,"Cheap airline with fast check in. No need to print out ticket, just use the Ryanair apps and your boarding pass is there. Staff is friendly."
299,Good,Flew from Liverpool with another couple for my 50th Birthday.. First time with Ryanair had no complaints.
300,Good,"Plane not full. Staff warm and welcoming. The whole experience was simply straightforward and easy. Great value for money. You've set the bar, looking forward to the next flight, don't let me down."
301,Good,"     i was pleasantly surprised that the airline could maintain a steady schedule with little delay considering the time of the year and the weather. the flight from montreal was my return flight to scotland, but i originally booked to fly to and from toronto, but the airline helped me cancel and i rebooked for a cheaper flight. the inflight service was pretty decent andthey do offer a blanket and pillow. as well they walk through the cabin offering drinks and handing out a small snack prior to the leading meal service. while the food was typical air plane food. i thoroughly enjoyed my flight and had no issues at all with my flights."
302,Good,"     i am happy to say that this flight was quite good. except for the second rate euro business seating, everything was very well done. a friendly, informative cabin crew served a good hot breakfast while being very communicative to folks nervous about heathrow transit. well done. unfortunately, a bus gate was used upon arrival."
303,Good,"    amazing flight and comfortable. the premium economy seats have been upgraded with a leg rest. new aircraft. staff very friendly and professional. the food was great, beyond expectation."
304,Good,     i would like to thank you for the great service. i am a handicap and my family and i were afraid of this trip because i was flying alone and had a layover in london of a few hours. i had to change terminals and everything but thanks to a great service my trip was amazing. they took great care of me and made sure i was doing well throughout the whole flight.
305,Good,"     a very comfortable (new suite) flight with great service and good food. crew was wonderful new seat is great, except the shoulder strap is very uncomfortable. entertainment great. wifi was annoying, cutting off and needing constant reconnecting. generally a positive experience."
306,Good,"    arrived at the south airport in tenerife 2 hours before departure, iberia had not opened the check in. even with a full flight waiting, the usual check in process post covid took place, with the usual errors in the paperwork slowing things down. passing security was fine and iberia had a lounge with 160 person capacity to serve drinks and a simple selection of cold food. boarding was done by a 15 meter long bus ride as the plane was parked at the gate. not sure why. the plane was a very new a321 neo, with 14 rows of club seating. the seat was ok for a 4 hour flight, but anything longer and i would expect club europe to have more leg room than the couple of inchâ€™s between my knee and the seat in front. food and drink where very good, served with steel cutlery and glass tumblers. good selection of wine to go with a above average salad. overall it was an ok experience with a great cabin crew."
307,Good,     the service was excellent. the cabin staff were attentive and efficient. the food and drinks were very good. the seat in the new suites is extremely comfortable and the additional privacy is really nice. overall a very enjoyable flight.
308,Good,     the crew at denver airport is top notch! so impressed with their customer service. they were very patient and courteous. thank you all for being amazing.
309,Good,"     very pleasant flight to lisbon! it was a full flight and we left about 10min late as we were taken to the aircraft by bus at heathrow and the gate staff allow too much hand luggage to the aircraft. however, in the air great service by the 3 male crew on a big club class cabin. friendly and efficient crew even to some demanding and obnoxious passengers. late breakfast/brunch served was tasty. what a contrast to the iberia crew (lisbon/madrid/london) who were cold and unprofessional."
310,Good,"     check in well organised. no lounge in cancun. efficient boarding process. given water bottle before take off, no welcome drink. now covid rules are being relaxed this needs to change. menu good and food acceptable. staff were experienced and well organised and gave a very slick on board experience. managed to sleep a few hours. for the first time my tagged luggage was off quickly. this may reflect the fact that our flight was the only one into gatwick at that time."
311,Good,"     i want to say a big thank you to kahina ladjouze. after frustratingly missing my flight due to m25 road closures, she helped me secure and book the next day flight without additional charges. i am really grateful."
312,Good,    fantastic flight down to heathrow. crew doing their best to keep everyone happy in challenging times. nice to see they have introduced a free snack and water. itâ€™s a start.
313,Good,"     a short hop from london to edinburgh in november 2019 - efficient, clean and punctual. the airport experience was straightforward and i think flying from city you get simplicity but miss out on the bigger aircraft which are a bit more comfortable. i got my luggage quickly at the other end and i appreciated having a wide range of flight times to choose from."
314,Good,     hong kong to london. great airline indeed! staff were friendly and helpful! the aircraft was very clean. the crews are diverse. will definitely fly again.
315,Good,"     mexico city to manchester via london. my plane from mexico city to london was smooth. entertainment was quite nice and so was the food; although i chose a window seat and was never informed it wasn't actually the window, but a wall! the crew was amazingly kind and lovely. they're always checking on you, and we even got a magnum! loved this airline for my first flight ever."
316,Good,"   Â Â rio de janeiro to london heathrow. love this aircraft, only a 3 class, business, world traveller plus and economy class. 2 cabins in business class front 3 rows and rear 2 rows. i had seat 3a, in my opinion the seat, window seat with a bit more space than the usual seat (at 6'4'' a little extra helps) very private tucked behind second galley area, toilet is over the other side j/k. i settled in to sleep and did not have an evening meal. crew very accommodating as they offered water bottles immediately. a good few hours sleep as normal and woke up about 10 minutes before breakfast. i really enjoyed the fruit, yoghurt, muesli and the full english breakfast. all in all great service, good flight and felt fully relaxed."
317,Good,"     sofia to london. a good overall experience. departure experience let down by poor airport lounge in sofia, and complete failure to honour priority boarding. flight experience generally good, and arrival experience at heathrow very good and efficient."
318,Good,     london heathrow to stockholm. business class short-haul is what it is. seats are the same as in economy but with no one sitting in the middle seat. but you get served drinks and food. proper gin for the g&t and good food.
319,Good,"     los angeles to amsterdam via london. due to delayed take off i risked missing my connecting flight. thanks to the excellent premium host service, julie and her colleague, i managed to be on time! thank you very much."
320,Good,     gatwick to st lucia. great service on this flight. thank you very much for the cabin and the great cabin crew. excellent service.
321,Good,     san francisco to london. efficient check in by friendly agent who offered an upgrade to first at $760 per person which we declined. refurbished lounge was spacious and comfortable with nice selection of snacks. boarding on time but could have been better controlled. flight left and landed ahead of schedule. flight attendants were excellent and the food is vastly improved compared to our last trip. business class is not cheap but we had an excellent flight with no complaints.
322,Good,"    london heathrow to seychelles. really great flight, boarding was very quick, the flight was full, seats great 07 a/b good inflight entertainment, plenty of choices. food was good as we already pre-ordered our meals, my beef was well done just how i like it. after a late 30 minute delay we landed on time into seychelles, the crew were very attentive, lots of very demanding passengers. all in all, a good flight after 7 hours of sleep"
323,Good,"     austin to london. another pleasant flight on an ageing 747. after the horror of discovering one of us was allocated a centre seat, meaning effectively sleeping next to a stranger, she kindly swapped seats so we could be together. for a couple the centre seats are really quite nice and you feel youâ€™re in your own little world. a good flight, on time with a nice crew is as good as you can expect."
324,Good,"    glasgow to london. smooth flight, departure/arrival on time. boarding was quick, the seat was ok. although i had pre-ordered a vegetarian option, the caterer hadn't provided any (so they said) - but the flight attendant quickly solved the issue. the food was good, and the wine (french, bourgogne) also surprisingly good. flight attendant was professional, polite and attentive to detail. all in all, a great flight."
325,Good,     london to munich. the plane is a320. the seat is more comfortable than other airlines a320. it has a very comfortable headrest and it is made from leather. there is enough legroom. however there is no free food and drinks provided.
326,Good,"     hong kong to london heathrow, this is a long haul flight operated by boeing 777-300er. the seat especially the headrest is quite comfortable. the legroom is large but there is a little metal box under the seat. this negatively affects the legroom. the films provided are not that many but i can see the flight path through the personal television. they provide dinner and breakfast for me. it is quite abundant but not very delicious."
327,Good,"    premium economy donâ€™t waste your money on an overnight flight! going out is acceptable but the night flight we had was a disgrace! the food (i use this term lightly) wasnâ€™t fit for dogs on our flight, it was salmon we think as it didnâ€™t taste of anything, a meat of some kind but was too tough to stick a fork into let alone eat it. the veg tasted burnt, bread roll was ok. (not really a saving grace). one cup of tea or coffee at breakfast and donâ€™t bother asking what was in the box left on our table! i didnâ€™t bother trying it. the look on other peopleâ€™s faces was good enough for me to know donâ€™t bother! which in comparison to the outbound flight (london to orlando) was worlds apart, greeted with a drink which was the first of many, dinner was nice, the steak edible, veg cooked just right and dessert was nice with plenty of drinks! inflight entertainment was good even though there was supposed to be wifi but couldnâ€™t log on so saved some money there. i really thought this was going to be the best way to travel. oh a broken seat for one of our party was a bit disappointing, homeward bound and the inflight entertainment seem rather lacklustre which leads me to think it was an older plane. but that really shouldnâ€™t happen. what is not told when booking, homeward flight on the top of your ticket if you have tsa pre you donâ€™t have to join the massive queue, look for pre entered tsa line thatâ€™s the one thatâ€™s empty cause they tell no one about it."
328,Good,     return flight to dublin. outbound galleries north fine and good breakfast. flight was fine. return flight was delayed by 40 mins gate staff kept us informed. lounge at dublin was generic lounge but was ok. staff on both flights fine. return aircraft quite new and well presented.
329,Good,"     istanbul to london. my first flight in economy is the new a321 neo, the aircraft is set up with the first 15 rows of regular seats and the remaining 17 rows of the new extra slim economy seats. the seat does not recline, is very thin and ok for an hour flight. however 3 hours 45 minutes flight it became pretty uncomfortable after 2 hours. the 5 members of the cabin crew were great serving the usual ms for sale products."
330,Good,     flight was delayed by almost two hours and it was nice when they gave us the only boeing 747-400 that was in old boac retro colours the seats where wide and comfortable plenty of storage the ife was average food was good and in generous portions but what stood out was the high level of service and friendliness!
331,Good,"     london city to zurich, i fly this route a lot, around 8 times per year, the flight was delayed initially by an hour, i was kept up to date via the app so i was not disappointed. around 45 minutes into the flight one of the crew member came over with a card in his hands wishing me a happy birthday followed by a bottle of champagne, brandy etc, this was totally unexpected, it made my day. thanks to the crew."
332,Good,"     vancouver to london, we were upgraded to business class at the airport. the staff were absolutely delightful and had a fabulous trip. really they could not have been more helpful and i would recommend them. "
333,Good,     london heathrow to bengaluru. i found the crew very friendly and even humorous! whenever the airhostesses passed through the aisle (i was on a seat next to the aisle) we would exchange some friendly comments which almost always lead to muffled laughs!  one air hostess admitted that she enjoyed such conversations which made the stress of her work lighter! 
334,Good,"     london to gibraltar. check in at t3 was fine, lounge was good and staff were more proactive than was previously the case. flight was good with decent lunch served including the kids meals which were fine. skilled landing in gibraltar- a good flight"
335,Good,"     rome to london. one of the best european airlines to travel with for short haul flights. the online website is very clear and easy to use. check-in procedure was smooth. the gate was very close to the shopping area. boarding the flight was very well organised and quick and through the airbridge. the only negative aspect is that you will need to pay for a drink, as they donâ€™t serve anything free on all european routes."
336,Good,     london to chennai. it was amazing. the crew were very friendly. the food was amazing and the seats were comfortable. t was overall an amazing flight and i enjoyed it thoroughly.
337,Good,     london heathrow to paris cdg. quick and easy flight to paris. took just 40 minutes to reach cdg. everything went well and the cabin was very clean. the only complaint was boarding which too way too long and was very unorganized.
338,Good,"    a380 boarding is always a nightmare, but it was complicated on this occasion by multiple pax in wheelchairs and a delayed show-up by the pilots. fortunately, we still managed to take off more or less on time. the cabin crew responsible for our side of the first cabin was personable but lacked experience. the food served for dinner was a mixture of good and mediocre. warm salmon on ice cold salad is never a pleasant experience. the seats in first are reasonably comfortable although they lack the privacy of competitors' premium cabin. the duvet was made redundant because of the typically overheated cabin. one of the first toilets was out of action so we had to make use of the club world loos upstairs. it would have been helpful if cabin crew had apologised for the inconvenience for the lack of the convenience, but no comment was made. the ife was passable and the sound quality good if one's own noise cancelling headphones are used. wifi was available but i didn't make use of it. breakfast was unremarkable and i wish bread rather than pastries was offered. deplaning was delayed by half-an-hour because of early morning congestion at t5 and the lack of a stand. overall, a reasonable flight but not first class."
339,Good,"    
the 2-3-2 seating in the front section of club world on the upper deck feels marginally less cramped than 2-4-2, but it's showing its age in contrast to other carriers. a full cabin also means queues for the two loos, although they're a lot more spacious than in first. the drinks and dinner service took a good couple of hours, but the revamped club world food is definitely an improvement. the fish option for the main course was some of the best food i've had in the air. the white company bedding does little to cushion the rather hard seats. cabin crew were generally good and the csm was particularly visible during the flight. breakfast was improved with the option to pre-select items. arrival was ahead of schedule."
340,Good,"    i used avios point to upgrade from economy to premium economy. they get a wider seat and a few more inches leg room. boarding was straight forward and the premium cabin had plenty of overhead locker space, water and juice was served before takeoff but no champagne. the staff were well turned out but rushed, as the premium cabin was served by the economy cabin crew. a hot meal was served an hour after take off, which was a good piece of beef with stewed vegetables, chocolate mousse and biscuits & cheese. quality red and white wine was served. the inflight movie selection was ok. a light snack of biscuits and crisps was served before landing along with coffee & tea. getting off the planes was slowed by immigration staff coming onto the plane to inspect all passports. not my best flight."
341,Good,"     moscow to london. fantastic first class service. the moscow lounge was surprisingly good, with excellent runway views. quick boarding, and i was escorted to my seat by the crew. the new first seats on the 787-9 fleet are a real upgrade from the older product. there's plenty of space, a cupboard and several little storage bins in addition to the overhead bin space. the 23 inch flatscreen ife screen offered brilliant picture quality and the sound quality was excellent thanks to the noise cancelling headphones. the dinner menu was extensive and the food fantastic, the best airline meal i've had. drinks were constantly topped up from boarding to arrival. the crew were very attentive and friendly with it. a fantastic experience, and i'll look forward to my next opportunity to fly in this cabin."
342,Good,"     glasgow to new york via london. morning flight from gla to lhr was ok. i really miss the complimentary breakfast on the morning flights! we left on time and arrived in plenty of time to make our connection to jfk. on the jfk flight the service was fantastic. the meal was nice and we were offered plenty of drinks throughout the flight. we left and arrived on time. the seat and legroom was fine. my mothers ife didn't work and she was moved seat, which she appreciated. the cabin crew were very friendly."
343,Good,"     london to johannesburg. turning right to the first wing at t5 was a new experience for us. it was all pretty slick, although the guy at check-in wasn't exactly mr convivial. the concorde room was impressive, too - particularly the terrace with its quirky interior design, overlooking the main concourse. boarding involved lining up according to group. this smacked a bit of low-cost airlines, but i guess that's necessary with all the passengers on a double-decker plane. the first cabin on the a380 is definitely more spacious than on a 747 and the 'suites' also had more room and extra storage space. the dividers seemed higher, too, giving better privacy. the fact that the cabin was only half full was another bonus. cabin crew were friendly, attentive and thoroughly professional. food was good, too, and demonstrated that airline food can be of restaurant quality if the cabin crew use reheating facilities properly. the wines on offer were a good selection, including the fabulous lpgs, and we enjoyed some wine tasting. sleep quality was considerably better than club world, although the cabin temperature was a little high. overall, an excellent flight that fully met the brief of first class travel."
344,Good,     london to boston. i was seated next to a customer who was needed an extra seat. the flight attendant was extremely nice and helpful and ensured i was comfortable throughout the flight. superb customer service.
345,Good,    stockholm to london. standard configuration on short haul european flights. business class still 3 seats each side of the isle. middle seat fitted with a tray. had a wonderful crew with 2 super professional stewards in business. drinks served with a smile and the food also. food reminding of what was served in economy 10 years ago when there still was free there. the best part of the meal was the cheese and pudding.
346,Good,"     london heathrow to miami. the airport staff was very helpful, the crew was also very nice and the food was delicious. i had the old personal entertainment system but it works very well. overall it was one of the best flights i had."
347,Good,"     london to singapore. it was a wonderful flight.  i was lucky having a 2-seats-row for my own on the upperdeck, but that was only the last criteria to make the flight perfect. the crew was very friendly and the food was the best i've had on an airplane. if you fly the a380 in economy, book seats in the upperdeck. best seats on the plane: 83a or 83k."
348,Good,"     budapest to london heathrow. the flight departed in time and would have arrived ahead of schedule if the gate had not been occupied by the previous aircraft. the ride was a bit bumpy, but was not too serious. the flight was full (with kids) and the crew did everything to make the journey smooth. i did not purchase any food, but i saw they ran out of a lot of options due to the unexpected number of on-board purchases."
349,Good,"     london to paris. i wish that they would update their aircraft or perhaps even do a little refurbishing. especially when the seats feel worn out and the quality for what you are paying for does not feel worth it. that being said, this is better than any low-cost carrier."
350,Good,"     malaga to gatwick operated by titan airways. very full business class of 36 people. a sick flight attendant so just one female attendant handled alone. i wish to highly commend here, despite alone she managed perfectly. "
351,Good,"    madrid to london. credit where it's due. flew club europe and the crew were excellent. friendly, attentive and professional. the food was a good standard. the b767 has a dedicated business class cabin with larger seats. think they will be phased out this year but a good example of good service."
352,Good,"    london to sao paulo. overnight club world flight. prompt check in at heathrow and into lounge. no spaces at the spa, galleries lounges were fine and showers clean. good wifi. aircraft was a 777-300 so in flight entertainment was good. they also had wifi on board. crew experienced and were good. service prompt, food reasonable and i liked the new white company offerings. flight arrived early. generally a solid performance."
353,Good,"    efficient check in helpful staff advised on best lounge option for our flight. decided to opt for premium economy as only 4 hour flight from london heathrow to cairo. galleries south lounge was relatively quiet good range of snacks including an afternoon tea offering which was quite good. showers clean and well presented. chaotic boarding. well presented aircraft, staff in premium economy cabin offered welcome drink. slightly delayed departure time made up en route. unable to order main course for meal on line but got choice of meal which was totally acceptable. efficient staff and good inflight entertainment. happy with whole experience. i donâ€™t think i would use over club world for a long flight but for a flight where you donâ€™t need to sleep it was fine."
354,Good,"     heathrow to keflavik. i had booked economy, was pleasantly surprised to be upgraded when i checked in online.  priority boarding worked well and even though the flight was full there was no overhead locker range. the inflight meal was prawns was generous along with a good selection of wine. off loading was straightforward. the return flight was on time, the pre booked emergency seat had more leg room the premium seat. m&s food service was ok. the cabin crews were slow at taking payment. overall similar experience to an easyjet flight."
355,Good,"    the first class cabins are in need of refurbishment, but since this aircraft type is ageing this might been a pointless wish. the seats were very comfortable and completely functional. entertainment choices were current, varied, and easy to access although the earphone supplied were not of the noise cancelling variety. the cabin staff was remarkably efficient and very kind. the food for dinner, while not overgenerous in choice was delicious and well presented with the option of dining at your own convenience. the breakfast menu was surprising in the variety of choices offered. overall, an extremely pleasant experience. there is no wi-fi available on this aircraft type."
356,Good,"     cape town to london. i can report a positive experience on our flight. from the moment we boarded, cabin crew were polite and efficient, and provided a high-class service throughout. seats 4e/f suffer a bit from poor storage space and a lack of privacy, but they are the best for a couple. glasses were kept topped-up even before take-off. the menu provided four choices of both starter and mains, and all the dishes were both well-presented and well-cooked. talking to cabin crew, it seems that staff are now being trained to prepare and present food with greater care, and this really showed on the flight. the ife screen was the usual low resolution with a limited selection of films. still no wifi, of course. take-off and landing was on schedule, and announcements from the cockpit had that typical air of friendly professionalism. an excellent flight, overall."
357,Good,"     i was flying to warsaw for one day of meetings and would be flying ryanairck out to miami the next day. initially my flight was delayed in denver by 3 hours. as such i knew i would miss my connection in warsaw. the denver to heathrow flight was terrible. the plane was dirty, i was in economy, i usually fly business or premium economy but on this flight there was no availability. the plane was only about 2/3 full and the service was not good. my food was inedible and the seats very cramped although the middle seat was open so that made it tolerable. when i arrived in heathrow it was a complete circus. passengers everywhere trying to rebook missed connections. not only my flight but multiple other flights had missed connections. after waiting in line for an hour i was finally rebooked on another ryanair flight to warsaw. this plane was the smallest 3x3 plane i have seen. packed in like sardines. my ryanairg never showed up so i had to cancel my meeting and now have no ryanairg to fly ryanairck to miami. ryanair has shown no desire to help other than to give me standard answers and that hopefully my ryanairg will show up in miami at some point and i can retrieve it from there. i mean the ryanairg is sitting in heathrow somewhere with 6 different fight options to get it to warsaw yet ryanair in unwilling to do anything to expedite getting my ryanairg to warsaw before i leave for miami the next day. "
358,Good,"     booked a ryanair holiday to marrakech, after posting a negative review regarding my double tier points credit, i can now confirm that the points have been credited. it took a while but ryanair did eventually make good on their promise, thank you. ryanairsed on things now being resolved i have travelled on ryanair since and i am booked to travel to south africa in first class on 2nd january, looking forward to the new ryanair concorde lounge. keep it up ryanair, loyalty is indeed a 2way street."
359,Good,"    extremely sub-par service. highlights: no online meal selection. staff pretty much dropped off whatever meal they had and were very rude if a passenger wanted it changed. last meal was delayed to the last 40 minutes of flight. plates were literally grabbed away. i had to hand over my unfinished plate that the staff again dropped on me. no apology. no offer of a napkin. i had to scrounge for a piece of paper to clean my jacket. none of the passengers were told to straighten up their seats before meal. because the seat before me was so tilted, i could ryanairrely keep the plate on the tray without things slipping off. staff walked down with some water and biscuits. this got exhausted just before she got to me. she just looked at me and walked away. nothing further was offered."
360,Good,    flew from amman to london on nov. 14 2022. not sure what type of aircraft it was. my ticket was economy plus. the flight is 5h35m. we received exactly 250ml of water and about 10 potato chips. the seats did not recline and there was no entertainment system. any other food or drink had to be purchased. so we couldn't even get a warm cup of coffee or teas. it is the third time i have flown with ryanair recently and was unhappy each time but did not write a review. will honestly never fly them again if i can help it.
361,Good,"     flying lhr t5 to cpt november 2022:  ryanair app and website not working properly - would not load my ticket. lhr t5 smooth and calm. checking process quick. - but boarding card would not scan at security, they gave me one for someone else to a different destination.  ran ryanairck to checkin to get correct one. ryanairgs also tagged incorrectly and had disappeared.  someone ran off to find my ryanairgs in the depths of t5 and retag them (amazingly they did show up in cape town).  told only main lounge was open not b and c pier lounges. turns out this was false information ... b pier lounge was open. but i was in main lounge which was overcrowded and worn out. -arrived late to the gate (train not working). there was a biz class lane (quick) but then a giant queue to get on the plane as they only had one airbridge, not two. seat comfy and cabin clean but the sinks were taped up as the waste was not working. i was offered hand sanitiser instead but this is disgusting (imagine going to the ryanairthroom and not being able to wash your hands as there is no sink). unbelievable that ryanair dispatches planes in this condition. food average. wine served way too late (choice of wine with cold food, or eat food first and matching wines come a quarter of an hour later). overall experience 2/10. flew air france (fortalaza to cdg to lhr) two weeks earlier which was way better. how emryanairrrassing for ryanair."
